AreaCode,LSOA_Name,BoroughName
E01000955,Camden 022D,Camden
E01000956,Camden 022E,Camden
E01000957,Camden 019C,Camden
E01000958,Camden 019D,Camden
E01000959,Camden 019E,Camden
E01000960,Camden 017A,Camden
E01000961,Camden 017B,Camden
E01000962,Camden 016A,Camden
E01000963,Camden 017C,Camden
E01000964,Camden 016B,Camden
E01000965,Camden 016C,Camden
E01000966,Camden 016D,Camden
E01000967,Camden 017D,Camden
E01000968,Camden 016E,Camden
E01000969,Camden 010A,Camden
E01000970,Camden 010B,Camden
E01000971,Camden 010C,Camden
E01000972,Camden 010D,Camden
E01000973,Camden 010E,Camden
E01000974,Camden 013E,Camden
E01000975,Croydon 022A,Croydon
E01000976,Croydon 022B,Croydon
E01000977,Croydon 022C,Croydon
E01000978,Croydon 022D,Croydon
E01000979,Croydon 022E,Croydon
E01000980,Croydon 017A,Croydon
E01000981,Croydon 017B,Croydon
E01000982,Croydon 017C,Croydon
E01000983,Croydon 017D,Croydon
E01000984,Croydon 022F,Croydon
E01000985,Croydon 021A,Croydon
E01000986,Croydon 021B,Croydon
E01000987,Croydon 021C,Croydon
E01000989,Croydon 018A,Croydon
E01000990,Croydon 045A,Croydon
E01000991,Croydon 018B,Croydon
E01000992,Croydon 014A,Croydon
E01000993,Croydon 021D,Croydon
E01000994,Croydon 009A,Croydon
E01000995,Croydon 009B,Croydon
E01000996,Croydon 009C,Croydon
E01000997,Croydon 009D,Croydon
E01000998,Croydon 010A,Croydon
E01000999,Croydon 009E,Croydon
E01001000,Croydon 010B,Croydon
E01001001,Croydon 013A,Croydon
E01001002,Croydon 009F,Croydon
E01001003,Croydon 010C,Croydon
E01001004,Croydon 015A,Croydon
E01001005,Croydon 019A,Croydon
E01001006,Croydon 016A,Croydon
E01001007,Croydon 016B,Croydon
E01001008,Croydon 019B,Croydon
E01001009,Croydon 019C,Croydon
E01001010,Croydon 019D,Croydon
E01001011,Croydon 019E,Croydon
E01001012,Croydon 020A,Croydon
E01001013,Croydon 020B,Croydon
E01001014,Croydon 024A,Croydon
E01001015,Croydon 041A,Croydon
E01001016,Croydon 041B,Croydon
E01001017,Croydon 043A,Croydon
E01001018,Croydon 044A,Croydon
E01001019,Croydon 044B,Croydon
E01001020,Croydon 044C,Croydon
E01001021,Croydon 044D,Croydon
E01001022,Croydon 044E,Croydon
E01001023,Croydon 041C,Croydon
E01001024,Croydon 043B,Croydon
E01001025,Croydon 043C,Croydon
E01001026,Croydon 043D,Croydon
E01001027,Croydon 043E,Croydon
E01001028,Croydon 038A,Croydon
E01001029,Croydon 038B,Croydon
E01001030,Croydon 038C,Croydon
E01001031,Croydon 038D,Croydon
E01001032,Croydon 035A,Croydon
E01001033,Croydon 031A,Croydon
E01001034,Croydon 031B,Croydon
E01001035,Croydon 027A,Croydon
E01001036,Croydon 029A,Croydon
E01001037,Croydon 029B,Croydon
E01001038,Croydon 029C,Croydon
E01001039,Croydon 029D,Croydon
E01001040,Croydon 029E,Croydon
E01001041,Croydon 031C,Croydon
E01001042,Croydon 024B,Croydon
E01001043,Croydon 027B,Croydon
E01001044,Croydon 023A,Croydon
E01001045,Croydon 027C,Croydon
E01001046,Croydon 023B,Croydon
E01001047,Croydon 027D,Croydon
E01001048,Croydon 020C,Croydon
E01001049,Croydon 023C,Croydon
E01001050,Croydon 023D,Croydon
E01001051,Croydon 030A,Croydon
E01001052,Croydon 030B,Croydon
E01001053,Croydon 032A,Croydon
E01001054,Croydon 030C,Croydon
E01001055,Croydon 032B,Croydon
E01001056,Croydon 030D,Croydon
E01001057,Croydon 030E,Croydon
E01001058,Croydon 034A,Croydon
E01001059,Croydon 034B,Croydon
E01001060,Croydon 034C,Croydon
E01001061,Croydon 034D,Croydon
E01001062,Croydon 026A,Croydon
E01001063,Croydon 026B,Croydon
E01001064,Croydon 026C,Croydon
E01001065,Croydon 034E,Croydon
E01001066,Croydon 034F,Croydon
E01001067,Croydon 041D,Croydon
E01001068,Croydon 042A,Croydon
E01001069,Croydon 040A,Croydon
E01001070,Croydon 040B,Croydon
E01001071,Croydon 042B,Croydon
E01001072,Croydon 042C,Croydon
E01001073,Croydon 037A,Croydon
E01001074,Croydon 041E,Croydon
E01001075,Croydon 040C,Croydon
E01001076,Croydon 036A,Croydon
E01001077,Croydon 032C,Croydon
E01001078,Croydon 032D,Croydon
E01001079,Croydon 036B,Croydon
E01001080,Croydon 036C,Croydon
E01001081,Croydon 036D,Croydon
E01001082,Croydon 032E,Croydon
E01001083,Croydon 003A,Croydon
E01001084,Croydon 002A,Croydon
E01001085,Croydon 004A,Croydon
E01001086,Croydon 003B,Croydon
E01001087,Croydon 003C,Croydon
E01001088,Croydon 004B,Croydon
E01001089,Croydon 004C,Croydon
E01001090,Croydon 004D,Croydon
E01001091,Croydon 004E,Croydon
E01001092,Croydon 037B,Croydon
E01001093,Croydon 037C,Croydon
E01001094,Croydon 038E,Croydon
E01001095,Croydon 031D,Croydon
E01001096,Croydon 037D,Croydon
E01001097,Croydon 037E,Croydon
E01001098,Croydon 037F,Croydon
E01001099,Croydon 040D,Croydon
E01001100,Croydon 031E,Croydon
E01001101,Croydon 035B,Croydon
E01001102,Croydon 035C,Croydon
E01001103,Croydon 039A,Croydon
E01001104,Croydon 042D,Croydon
E01001105,Croydon 039B,Croydon
E01001106,Croydon 039C,Croydon
E01001107,Croydon 035D,Croydon
E01001108,Croydon 035E,Croydon
E01001109,Croydon 013B,Croydon
E01001110,Croydon 020D,Croydon
E01001111,Croydon 010D,Croydon
E01001112,Croydon 013C,Croydon
E01001113,Croydon 013D,Croydon
E01001114,Croydon 013E,Croydon
E01001115,Croydon 015B,Croydon
E01001116,Croydon 013F,Croydon
E01001117,Croydon 015C,Croydon
E01001118,Croydon 020E,Croydon
E01001119,Croydon 034G,Croydon
E01001120,Croydon 033A,Croydon
E01001121,Croydon 039D,Croydon
E01001122,Croydon 033B,Croydon
E01001123,Croydon 033C,Croydon
E01001124,Croydon 033D,Croydon
E01001125,Croydon 033E,Croydon
E01001126,Croydon 034H,Croydon
E01001127,Croydon 025A,Croydon
E01001128,Croydon 025B,Croydon
E01001129,Croydon 026D,Croydon
E01001130,Croydon 025C,Croydon
E01001131,Croydon 018C,Croydon
E01001132,Croydon 018D,Croydon
E01001133,Croydon 026E,Croydon
E01001134,Croydon 018E,Croydon
E01001135,Croydon 025D,Croydon
E01001136,Croydon 007A,Croydon
E01001137,Croydon 001A,Croydon
E01001138,Croydon 001B,Croydon
E01001139,Croydon 007B,Croydon
E01001140,Croydon 007C,Croydon
E01001141,Croydon 008A,Croydon
E01001142,Croydon 007D,Croydon
E01001143,Croydon 008B,Croydon
E01001144,Croydon 007E,Croydon
E01001145,Croydon 008C,Croydon
E01001146,Croydon 006A,Croydon
E01001147,Croydon 005A,Croydon
E01001148,Croydon 005B,Croydon
E01001149,Croydon 006B,Croydon
E01001150,Croydon 006C,Croydon
E01001151,Croydon 005C,Croydon
E01001152,Croydon 005D,Croydon
E01001153,Croydon 006D,Croydon
E01001154,Croydon 006E,Croydon
E01001155,Croydon 010E,Croydon
E01001156,Croydon 001C,Croydon
E01001157,Croydon 002B,Croydon
E01001158,Croydon 005E,Croydon
E01001159,Croydon 002C,Croydon
E01001160,Croydon 002D,Croydon
E01001161,Croydon 003D,Croydon
E01001162,Croydon 001D,Croydon
E01001163,Croydon 002E,Croydon
E01001164,Croydon 001E,Croydon
E01001165,Croydon 024C,Croydon
E01001166,Croydon 024D,Croydon
E01001167,Croydon 028A,Croydon
E01001168,Croydon 024E,Croydon
E01001169,Croydon 028B,Croydon
E01001170,Croydon 027E,Croydon
E01001171,Croydon 028C,Croydon
E01001172,Croydon 028D,Croydon
E01001173,Croydon 028E,Croydon
E01001174,Croydon 011A,Croydon
E01001175,Croydon 011B,Croydon
E01001176,Croydon 011C,Croydon
E01001177,Croydon 016C,Croydon
E01001178,Croydon 015D,Croydon
E01001179,Croydon 016D,Croydon
E01001180,Croydon 016E,Croydon
E01001181,Croydon 015E,Croydon
E01001182,Croydon 011D,Croydon
E01001183,Croydon 011E,Croydon
E01001184,Croydon 011F,Croydon
E01001185,Croydon 014B,Croydon
E01001186,Croydon 014C,Croydon
E01001187,Croydon 017E,Croydon
E01001188,Croydon 014D,Croydon
E01001189,Croydon 045B,Croydon
E01001190,Croydon 045C,Croydon
E01001191,Croydon 008D,Croydon
E01001192,Croydon 008E,Croydon
E01001193,Croydon 014E,Croydon
E01001194,Croydon 045D,Croydon
E01032569,Croydon 045E,Croydon
E01001195,Ealing 021A,Ealing
E01001196,Ealing 015A,Ealing
E01001197,Ealing 021B,Ealing
E01001198,Ealing 021C,Ealing
E01001199,Ealing 021D,Ealing
E01001200,Ealing 025A,Ealing
E01001201,Ealing 025B,Ealing
E01001202,Ealing 025C,Ealing
E01001203,Ealing 025D,Ealing
E01001204,Ealing 018A,Ealing
E01001205,Ealing 018B,Ealing
E01001206,Ealing 018C,Ealing
E01001207,Ealing 018D,Ealing
E01001208,Ealing 018E,Ealing
E01001209,Ealing 013A,Ealing
E01001210,Ealing 016A,Ealing
E01001211,Ealing 013B,Ealing
E01001212,Ealing 018F,Ealing
E01001213,Ealing 023A,Ealing
E01001214,Ealing 023B,Ealing
E01001215,Ealing 023C,Ealing
E01001216,Ealing 023D,Ealing
E01001217,Ealing 014A,Ealing
E01001218,Ealing 012A,Ealing
E01001219,Ealing 029A,Ealing
E01001220,Ealing 029B,Ealing
E01001221,Ealing 020A,Ealing
E01001222,Ealing 019A,Ealing
E01001223,Ealing 020B,Ealing
E01001224,Ealing 019B,Ealing
E01001225,Ealing 020C,Ealing
E01001226,Ealing 019C,Ealing
E01001227,Ealing 019D,Ealing
E01001228,Ealing 019E,Ealing
E01001229,Ealing 031A,Ealing
E01001230,Ealing 031B,Ealing
E01001231,Ealing 027A,Ealing
E01001232,Ealing 031C,Ealing
E01001233,Ealing 031D,Ealing
E01001234,Ealing 027B,Ealing
E01001235,Ealing 020D,Ealing
E01001236,Ealing 020E,Ealing
E01001237,Ealing 031E,Ealing
E01001238,Ealing 015B,Ealing
E01001239,Ealing 015C,Ealing
E01001240,Ealing 024A,Ealing
E01001241,Ealing 024B,Ealing
E01001242,Ealing 024C,Ealing
E01001243,Ealing 024D,Ealing
E01001244,Ealing 024E,Ealing
E01001245,Ealing 024F,Ealing
E01001246,Ealing 015D,Ealing
E01001247,Ealing 015E,Ealing
E01001248,Ealing 035A,Ealing
E01001249,Ealing 028A,Ealing
E01001250,Ealing 028B,Ealing
E01001251,Ealing 030A,Ealing
E01001252,Ealing 030B,Ealing
E01001253,Ealing 030C,Ealing
E01001254,Ealing 030D,Ealing
E01001255,Ealing 028C,Ealing
E01001257,Ealing 008A,Ealing
E01001258,Ealing 010B,Ealing
E01001259,Ealing 014B,Ealing
E01001260,Ealing 012B,Ealing
E01001261,Ealing 012C,Ealing
E01001262,Ealing 010C,Ealing
E01001263,Ealing 010D,Ealing
E01001264,Ealing 010E,Ealing
E01001265,Ealing 006A,Ealing
E01001266,Ealing 006B,Ealing
E01001267,Ealing 006C,Ealing
E01001268,Ealing 012D,Ealing
E01001269,Ealing 001A,Ealing
E01001270,Ealing 004A,Ealing
E01001271,Ealing 001B,Ealing
E01001272,Ealing 006D,Ealing
E01001273,Ealing 020F,Ealing
E01001274,Ealing 020G,Ealing
E01001275,Ealing 020H,Ealing
E01001276,Ealing 011A,Ealing
E01001277,Ealing 011B,Ealing
E01001278,Ealing 011C,Ealing
E01001279,Ealing 013C,Ealing
E01001280,Ealing 011D,Ealing
E01001281,Ealing 013D,Ealing
E01001282,Ealing 016B,Ealing
E01001283,Ealing 016C,Ealing
E01001284,Ealing 022A,Ealing
E01001285,Ealing 016D,Ealing
E01001286,Ealing 016E,Ealing
E01001287,Ealing 016F,Ealing
E01001288,Ealing 022B,Ealing
E01001289,Ealing 022C,Ealing
E01001290,Ealing 022D,Ealing
E01001291,Ealing 014C,Ealing
E01001292,Ealing 014D,Ealing
E01001293,Ealing 014E,Ealing
E01001294,Ealing 017A,Ealing
E01001295,Ealing 017B,Ealing
E01001296,Ealing 017C,Ealing
E01001297,Ealing 017D,Ealing
E01001298,Ealing 017E,Ealing
E01001299,Ealing 035B,Ealing
E01001300,Ealing 039A,Ealing
E01001301,Ealing 039B,Ealing
E01001302,Ealing 039C,Ealing
E01001303,Ealing 032A,Ealing
E01001304,Ealing 039D,Ealing
E01001305,Ealing 035C,Ealing
E01001306,Ealing 035D,Ealing
E01001307,Ealing 002A,Ealing
E01001308,Ealing 002B,Ealing
E01001309,Ealing 001C,Ealing
E01001310,Ealing 001D,Ealing
E01001311,Ealing 001E,Ealing
E01001312,Ealing 002C,Ealing
E01001313,Ealing 002D,Ealing
E01001314,Ealing 002E,Ealing
E01001315,Ealing 003A,Ealing
E01001316,Ealing 003B,Ealing
E01001317,Ealing 003C,Ealing
E01001318,Ealing 003D,Ealing
E01001319,Ealing 004B,Ealing
E01001320,Ealing 003E,Ealing
E01001321,Ealing 003F,Ealing
E01001322,Ealing 004C,Ealing
E01001323,Ealing 004D,Ealing
E01001324,Ealing 008B,Ealing
E01001325,Ealing 009A,Ealing
E01001326,Ealing 008C,Ealing
E01001327,Ealing 009B,Ealing
E01001328,Ealing 009C,Ealing
E01001329,Ealing 009D,Ealing
E01001330,Ealing 008D,Ealing
E01001331,Ealing 009E,Ealing
E01001332,Ealing 008E,Ealing
E01001333,Ealing 038A,Ealing
E01001334,Ealing 029C,Ealing
E01001335,Ealing 038B,Ealing
E01001336,Ealing 038C,Ealing
E01001337,Ealing 029D,Ealing
E01001338,Ealing 029E,Ealing
E01001339,Ealing 029F,Ealing
E01001340,Ealing 029G,Ealing
E01001341,Ealing 005A,Ealing
E01001342,Ealing 005B,Ealing
E01001343,Ealing 005C,Ealing
E01001344,Ealing 007A,Ealing
E01001345,Ealing 005D,Ealing
E01001346,Ealing 007B,Ealing
E01001347,Ealing 007C,Ealing
E01001348,Ealing 007D,Ealing
E01001349,Ealing 006E,Ealing
E01001350,Ealing 027C,Ealing
E01001351,Ealing 025E,Ealing
E01001352,Ealing 027D,Ealing
E01001353,Ealing 033A,Ealing
E01001354,Ealing 027E,Ealing
E01001355,Ealing 033B,Ealing
E01001356,Ealing 033C,Ealing
E01001357,Ealing 033D,Ealing
E01001358,Ealing 033E,Ealing
E01001359,Ealing 026A,Ealing
E01001360,Ealing 026B,Ealing
E01001361,Ealing 023E,Ealing
E01001362,Ealing 026C,Ealing
E01001363,Ealing 026D,Ealing
E01001364,Ealing 026E,Ealing
E01001365,Ealing 026F,Ealing
E01001366,Ealing 037A,Ealing
E01001367,Ealing 037B,Ealing
E01001368,Ealing 037C,Ealing
E01001369,Ealing 038D,Ealing
E01001370,Ealing 037D,Ealing
E01001371,Ealing 037E,Ealing
E01001372,Ealing 037F,Ealing
E01001373,Ealing 037G,Ealing
E01001374,Ealing 040A,Ealing
E01001375,Ealing 034A,Ealing
E01001376,Ealing 040B,Ealing
E01001377,Ealing 034B,Ealing
E01001379,Ealing 034C,Ealing
E01001380,Ealing 040C,Ealing
E01001381,Ealing 034D,Ealing
E01001382,Ealing 032B,Ealing
E01001383,Ealing 028D,Ealing
E01001384,Ealing 032C,Ealing
E01001385,Ealing 032D,Ealing
E01001386,Ealing 031F,Ealing
E01001387,Ealing 032E,Ealing
E01001388,Ealing 028E,Ealing
E01001389,Ealing 028F,Ealing
E01032572,Ealing 040D,Ealing
E01032743,Ealing 010F,Ealing
E01032744,Ealing 010G,Ealing
E01001390,Enfield 036A,Enfield
E01001391,Enfield 036B,Enfield
E01001392,Enfield 032A,Enfield
E01001393,Enfield 036C,Enfield
E01001394,Enfield 035A,Enfield
E01001395,Enfield 035B,Enfield
E01001396,Enfield 036D,Enfield
E01001397,Enfield 035C,Enfield
E01001398,Enfield 021A,Enfield
E01001399,Enfield 021B,Enfield
E01001400,Enfield 021C,Enfield
E01001401,Enfield 016A,Enfield
E01001402,Enfield 021D,Enfield
E01001403,Enfield 021E,Enfield
E01001404,Enfield 026A,Enfield
E01001405,Enfield 015A,Enfield
E01001406,Enfield 015B,Enfield
E01001407,Enfield 005A,Enfield
E01001408,Enfield 004A,Enfield
E01001409,Enfield 005B,Enfield
E01001410,Enfield 005C,Enfield
E01001411,Enfield 004B,Enfield
E01001412,Enfield 004C,Enfield
E01001413,Enfield 004D,Enfield
E01001414,Enfield 004E,Enfield
E01001415,Enfield 011A,Enfield
E01001416,Enfield 013A,Enfield
E01001417,Enfield 011B,Enfield
E01001418,Enfield 011C,Enfield
E01001419,Enfield 020A,Enfield
E01001420,Enfield 020B,Enfield
E01001421,Enfield 020C,Enfield
E01001422,Enfield 011D,Enfield
E01001423,Enfield 027A,Enfield
E01001424,Enfield 030A,Enfield
E01001425,Enfield 027B,Enfield
E01001426,Enfield 030B,Enfield
E01001427,Enfield 030C,Enfield
E01001428,Enfield 027C,Enfield
E01001429,Enfield 030D,Enfield
E01001430,Enfield 030E,Enfield
E01001431,Enfield 033A,Enfield
E01001432,Enfield 033B,Enfield
E01001433,Enfield 007A,Enfield
E01001434,Enfield 007B,Enfield
E01001435,Enfield 007C,Enfield
E01001436,Enfield 007D,Enfield
E01001437,Enfield 014A,Enfield
E01001438,Enfield 007E,Enfield
E01001439,Enfield 006A,Enfield
E01001440,Enfield 012A,Enfield
E01001441,Enfield 006B,Enfield
E01001442,Enfield 002A,Enfield
E01001444,Enfield 001A,Enfield
E01001445,Enfield 003B,Enfield
E01001446,Enfield 001B,Enfield
E01001447,Enfield 003C,Enfield
E01001448,Enfield 003D,Enfield
E01001449,Enfield 003E,Enfield
E01001450,Enfield 015C,Enfield
E01001451,Enfield 017A,Enfield
E01001452,Enfield 017B,Enfield
E01001453,Enfield 017C,Enfield
E01001454,Enfield 017D,Enfield
E01001455,Enfield 021F,Enfield
E01001456,Enfield 022A,Enfield
E01001457,Enfield 010A,Enfield
E01001458,Enfield 037A,Enfield
E01001459,Enfield 024A,Enfield
E01001460,Enfield 024B,Enfield
E01001461,Enfield 027D,Enfield
E01001462,Enfield 024C,Enfield
E01001463,Enfield 031A,Enfield
E01001464,Enfield 027E,Enfield
E01001465,Enfield 031B,Enfield
E01001466,Enfield 031C,Enfield
E01001467,Enfield 031D,Enfield
E01001468,Enfield 010B,Enfield
E01001469,Enfield 008A,Enfield
E01001470,Enfield 013B,Enfield
E01001471,Enfield 010C,Enfield
E01001472,Enfield 010D,Enfield
E01001473,Enfield 013C,Enfield
E01001474,Enfield 010E,Enfield
E01001475,Enfield 013D,Enfield
E01001476,Enfield 018A,Enfield
E01001477,Enfield 018B,Enfield
E01001478,Enfield 016B,Enfield
E01001479,Enfield 023A,Enfield
E01001480,Enfield 024D,Enfield
E01001481,Enfield 018C,Enfield
E01001482,Enfield 023B,Enfield
E01001483,Enfield 025A,Enfield
E01001484,Enfield 016C,Enfield
E01001485,Enfield 025B,Enfield
E01001486,Enfield 025C,Enfield
E01001487,Enfield 023C,Enfield
E01001488,Enfield 024E,Enfield
E01001489,Enfield 023D,Enfield
E01001491,Enfield 023E,Enfield
E01001492,Enfield 025E,Enfield
E01001493,Enfield 026B,Enfield
E01001494,Enfield 026C,Enfield
E01001495,Enfield 029A,Enfield
E01001496,Enfield 026D,Enfield
E01001497,Enfield 031E,Enfield
E01001498,Enfield 029B,Enfield
E01001499,Enfield 031F,Enfield
E01001500,Enfield 035D,Enfield
E01001501,Enfield 036E,Enfield
E01001502,Enfield 018D,Enfield
E01001503,Enfield 018E,Enfield
E01001504,Enfield 012B,Enfield
E01001505,Enfield 012C,Enfield
E01001506,Enfield 014B,Enfield
E01001507,Enfield 012D,Enfield
E01001508,Enfield 012E,Enfield
E01001509,Enfield 014C,Enfield
E01001510,Enfield 014D,Enfield
E01001511,Enfield 016D,Enfield
E01001512,Enfield 015D,Enfield
E01001513,Enfield 012F,Enfield
E01001514,Enfield 016E,Enfield
E01001515,Enfield 015E,Enfield
E01001516,Enfield 005D,Enfield
E01001517,Enfield 006C,Enfield
E01001518,Enfield 016F,Enfield
E01001519,Enfield 020D,Enfield
E01001520,Enfield 019A,Enfield
E01001521,Enfield 028A,Enfield
E01001522,Enfield 019B,Enfield
E01001523,Enfield 019C,Enfield
E01001524,Enfield 019D,Enfield
E01001525,Enfield 020E,Enfield
E01001526,Enfield 019E,Enfield
E01001527,Enfield 036F,Enfield
E01001528,Enfield 032B,Enfield
E01001529,Enfield 032C,Enfield
E01001530,Enfield 032D,Enfield
E01001531,Enfield 028B,Enfield
E01001532,Enfield 028C,Enfield
E01001533,Enfield 028D,Enfield
E01001534,Enfield 032E,Enfield
E01001535,Enfield 028E,Enfield
E01001536,Enfield 008B,Enfield
E01001537,Enfield 005E,Enfield
E01001538,Enfield 009A,Enfield
E01001539,Enfield 009B,Enfield
E01001540,Enfield 008C,Enfield
E01001541,Enfield 008D,Enfield
E01001542,Enfield 008E,Enfield
E01001543,Enfield 009C,Enfield
E01001544,Enfield 009D,Enfield
E01001545,Enfield 002B,Enfield
E01001546,Enfield 001C,Enfield
E01001547,Enfield 002C,Enfield
E01001548,Enfield 002D,Enfield
E01001549,Enfield 006D,Enfield
E01001550,Enfield 006E,Enfield
E01001551,Enfield 002E,Enfield
E01001552,Enfield 001D,Enfield
E01001553,Enfield 037B,Enfield
E01001554,Enfield 037C,Enfield
E01001555,Enfield 033C,Enfield
E01001556,Enfield 035E,Enfield
E01001557,Enfield 033D,Enfield
E01001558,Enfield 033E,Enfield
E01001559,Enfield 033F,Enfield
E01001560,Enfield 035F,Enfield
E01001562,Enfield 037D,Enfield
E01001563,Enfield 029C,Enfield
E01001564,Enfield 022B,Enfield
E01001565,Enfield 029D,Enfield
E01001566,Enfield 029E,Enfield
E01001567,Enfield 022C,Enfield
E01001568,Enfield 022D,Enfield
E01001569,Enfield 022E,Enfield
E01001570,Enfield 026E,Enfield
E01032574,Enfield 037E,Enfield
E01033146,Enfield 025F,Enfield
E01033148,Enfield 003F,Enfield
E01033150,Enfield 003G,Enfield
E01033151,Enfield 025G,Enfield
E01001571,Greenwich 008A,Greenwich
E01001572,Greenwich 008B,Greenwich
E01001573,Greenwich 008C,Greenwich
E01001574,Greenwich 008D,Greenwich
E01001575,Greenwich 003A,Greenwich
E01001576,Greenwich 003B,Greenwich
E01001577,Greenwich 003C,Greenwich
E01001578,Greenwich 003D,Greenwich
E01001579,Greenwich 003E,Greenwich
E01001580,Greenwich 021A,Greenwich
E01001581,Greenwich 016A,Greenwich
E01001582,Greenwich 021B,Greenwich
E01001583,Greenwich 021C,Greenwich
E01001584,Greenwich 021D,Greenwich
E01001585,Greenwich 016B,Greenwich
E01001586,Greenwich 016C,Greenwich
E01001587,Greenwich 016D,Greenwich
E01001588,Greenwich 012A,Greenwich
E01001589,Greenwich 012B,Greenwich
E01001590,Greenwich 014A,Greenwich
E01001591,Greenwich 012C,Greenwich
E01001592,Greenwich 014B,Greenwich
E01001593,Greenwich 014C,Greenwich
E01001594,Greenwich 014D,Greenwich
E01001595,Greenwich 012D,Greenwich
E01001596,Greenwich 032A,Greenwich
E01001597,Greenwich 031A,Greenwich
E01001598,Greenwich 031B,Greenwich
E01001599,Greenwich 032B,Greenwich
E01001600,Greenwich 032C,Greenwich
E01001601,Greenwich 032D,Greenwich
E01001602,Greenwich 031C,Greenwich
E01001603,Greenwich 031D,Greenwich
E01001604,Greenwich 027A,Greenwich
E01001605,Greenwich 023A,Greenwich
E01001606,Greenwich 023B,Greenwich
E01001607,Greenwich 027B,Greenwich
E01001608,Greenwich 027C,Greenwich
E01001609,Greenwich 027D,Greenwich
E01001610,Greenwich 023C,Greenwich
E01001611,Greenwich 023D,Greenwich
E01001613,Greenwich 028A,Greenwich
E01001614,Greenwich 028B,Greenwich
E01001615,Greenwich 028C,Greenwich
E01001617,Greenwich 028D,Greenwich
E01001618,Greenwich 030C,Greenwich
E01001619,Greenwich 030D,Greenwich
E01001620,Greenwich 025A,Greenwich
E01001621,Greenwich 025B,Greenwich
E01001623,Greenwich 025C,Greenwich
E01001624,Greenwich 025D,Greenwich
E01001625,Greenwich 025E,Greenwich
E01001629,Greenwich 009A,Greenwich
E01001631,Greenwich 007B,Greenwich
E01001632,Greenwich 007C,Greenwich
E01001633,Greenwich 009B,Greenwich
E01001634,Greenwich 009C,Greenwich
E01001635,Greenwich 007D,Greenwich
E01001636,Greenwich 007E,Greenwich
E01001637,Greenwich 009D,Greenwich
E01001638,Greenwich 038A,Greenwich
E01001640,Greenwich 035A,Greenwich
E01001641,Greenwich 038B,Greenwich
E01001642,Greenwich 038C,Greenwich
E01001644,Greenwich 038D,Greenwich
E01001645,Greenwich 022A,Greenwich
E01001646,Greenwich 019A,Greenwich
E01001647,Greenwich 022B,Greenwich
E01001648,Greenwich 022C,Greenwich
E01001649,Greenwich 022D,Greenwich
E01001650,Greenwich 019B,Greenwich
E01001651,Greenwich 019C,Greenwich
E01001652,Greenwich 019D,Greenwich
E01001653,Greenwich 029A,Greenwich
E01001654,Greenwich 029B,Greenwich
E01001655,Greenwich 029C,Greenwich
E01001656,Greenwich 034A,Greenwich
E01001657,Greenwich 034B,Greenwich
E01001658,Greenwich 034C,Greenwich
E01001659,Greenwich 034D,Greenwich
E01001660,Greenwich 029D,Greenwich
E01001661,Greenwich 029E,Greenwich
E01001662,Greenwich 037A,Greenwich
E01001664,Greenwich 037B,Greenwich
E01001665,Greenwich 037C,Greenwich
E01001666,Greenwich 036A,Greenwich
E01001667,Greenwich 036B,Greenwich
E01001668,Greenwich 036C,Greenwich
E01001669,Greenwich 033A,Greenwich
E01001671,Greenwich 033B,Greenwich
E01001672,Greenwich 006A,Greenwich
E01001673,Greenwich 006B,Greenwich
E01001674,Greenwich 006C,Greenwich
E01001675,Greenwich 006D,Greenwich
E01001676,Greenwich 033C,Greenwich
E01001677,Greenwich 006E,Greenwich
E01001678,Greenwich 017A,Greenwich
E01001679,Greenwich 020A,Greenwich
E01001680,Greenwich 020B,Greenwich
E01001681,Greenwich 020C,Greenwich
E01001682,Greenwich 020D,Greenwich
E01001683,Greenwich 017B,Greenwich
E01001684,Greenwich 017C,Greenwich
E01001685,Greenwich 017D,Greenwich
E01001686,Greenwich 020E,Greenwich
E01001687,Greenwich 002A,Greenwich
E01001688,Greenwich 002B,Greenwich
E01001690,Greenwich 001A,Greenwich
E01001692,Greenwich 001B,Greenwich
E01001693,Greenwich 001C,Greenwich
E01001694,Greenwich 001D,Greenwich
E01001695,Greenwich 011A,Greenwich
E01001696,Greenwich 011B,Greenwich
E01001697,Greenwich 011C,Greenwich
E01001698,Greenwich 015A,Greenwich
E01001699,Greenwich 015B,Greenwich
E01001700,Greenwich 011D,Greenwich
E01001701,Greenwich 015C,Greenwich
E01001702,Greenwich 015D,Greenwich
E01001703,Greenwich 011E,Greenwich
E01001704,Greenwich 011F,Greenwich
E01001705,Greenwich 005A,Greenwich
E01001706,Greenwich 005B,Greenwich
E01001708,Greenwich 005C,Greenwich
E01001709,Greenwich 004B,Greenwich
E01001710,Greenwich 005D,Greenwich
E01001711,Greenwich 004C,Greenwich
E01001712,Greenwich 004D,Greenwich
E01001713,Greenwich 005E,Greenwich
E01032567,Greenwich 033D,Greenwich
E01033726,Greenwich 034E,Greenwich
E01033727,Greenwich 035B,Greenwich
E01033728,Greenwich 035C,Greenwich
E01033729,Greenwich 030E,Greenwich
E01033730,Greenwich 035D,Greenwich
E01033731,Greenwich 004E,Greenwich
E01033732,Greenwich 036D,Greenwich
E01033733,Greenwich 036E,Greenwich
E01033734,Greenwich 004F,Greenwich
E01033735,Greenwich 004G,Greenwich
E01033736,Greenwich 004H,Greenwich
E01033737,Greenwich 004I,Greenwich
E01033738,Greenwich 037D,Greenwich
